 "topicURI" , "topicLabel" , "catalog" , "subject" , "topicCount" ,
 "http://dbpedia.org/resource/IBM" , "IBM" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Inspector_general" , "IG" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Ian_Goodfellow" , "Ian Goodfellow" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Iris_subg._Iris" , "Iris" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Iris_versicolor" , "Iris versicolor" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Italian_cuisine" , "Italian" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Italian_language" , "Italian" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Jack_Harkness" , "Jack" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Jeopardy!" , "Jeopardy!" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/John_Snow" , "John Snow" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Jonathan_Schaeffer" , "Jonathan Schaeffer" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Data_mining" , "KDD" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Ke_Jie" , "Ke Jie" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Ken_Jennings" , "Ken Jennings" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/RC2_Corporation" , "Learning Curve" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Linear_regression" , "Linear Regression" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/London" , "London" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Lotus_Software" , "Lotus Development" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Mycin" , "MYCIN" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Taxicab_geometry" , "Manhattan distance" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Marvin_Minsky" , "Marvin Minsky" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/McGraw-Hill_Education" , "McGraw-Hill" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Mitch_Kapor" , "Mitchell Kapor" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Monte_Carlo_tree_search" , "Monte Carlo tree search" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Haruki_Murakami" , "Murakami" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Normalnull" , "NN" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/New_York_City" , "New York" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/William_of_Ockham" , "Ockham" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Petal" , "Petal" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Prolog" , "Prolog" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Quebec" , "Quebec" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Question_answering" , "Question Answering" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Rotterdamse_Elektrische_Tram" , "RET" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Red_Square" , "Red Square" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Singapore_dollar" , "SGD" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Sam_Loyd" , "Sam Loyd" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Claude_Shannon" , "Shannon" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Speech_recognition" , "Speech recognition" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Speech_synthesis" , "Speech synthesis" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Stratego" , "Stratego" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/London_Borough_of_Sutton" , "Sutton" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Reversi" , "Takeshi Murakami" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Tetris" , "Tetris" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Thai_cuisine" , "Thai" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Thai_language" , "Thai" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/The_Prisoner" , "The Prisoner" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/The_Restaurant_(Irish_TV_series)" , "The Restaurant" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Time_complexity" , "Time complexity" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Tom_M._Mitchell" , "Tom Mitchell" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Very_Large_Scale_Integration" , "VLSI" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Vladimir_Vapnik" , "Vladimir Vapnik" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Weak_AI" , "Weak AI" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Wikipedia" , "Wikipedia" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Brute-force_search" , "brute force search" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Cholera" , "cholera" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Milwaukee_Road_class_F7" , "class F7" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Credit_card_fraud" , "credit card fraud" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Inference" , "inference" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Kami" , "kami" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Neuron" , "neuron" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Neurotransmitter" , "neurotransmitters" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/European_bass" , "sea bass" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Sea_bass" , "sea bass" , "6721" , "COMP" , "1" ,
 "http://dbpedia.org/resource/Jaguar_XJ" , "xj" , "6721" , "COMP" , "1" ,
